,,,Search Result Columns,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Downloaded on:,14-Jul-2026,,,,,,,,,,,,,,,,,,,,
Created for:,"Stewart Neifert, Johns Hopkins Technology Ventures",,,,,,,,,,,,,,,,,,,,
Search Link:,https://my.pitchbook.com/?pcc=1356759-82,,,,,,,,,,,,,,,,,,,,
Search Criteria:,Investor Types: Angels/Incubators; Venture Capital; Assets Under Management: Min: 25M; Fund Strategy: Venture Capital; Fund Vintage Year: From: 2016; Fund Status: Open Funds; Deal Types: All VC Stages; All Series; Investors with Funds having invested in Deals matching criteria; ,,,,,,,,,,,,,,,,,,,,
* All investments represented are equity and add-on investments,,,,,,,,,,,,,,,,,,,,,
Investor ID,Investors,Last Investment Company,Preferred Investment Types,Preferred Geography,Preferred Deal Size,Dry Powder,Preferred Investment Amount,Preferred Verticals,Preferred PitchBook Industry,Investments,Active Portfolio,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Primary Investor Type,AUM,HQ Location,Investor Status,Description,View Investor Online
467195-23,Arcanum Capital,OP_NET,"Early Stage VC, Later Stage VC, Seed Round",India,,,,"Artificial Intelligence & Machine Learning, Cryptocurrency/Blockchain, FinTech","Financial Services, Financial Software",2,2,1,1,2,2,Venture Capital,35.00,"Hamilton, Bermuda",Actively Seeking New Investments,"Founded in 2020, Arcanum Capital is a venture capital investment firm headquartered in Hamilton, Bermuda. The firm prefers to invest in companies operating in the decentralised finance and blockchain sectors.",View Investor Online
433972-36,Atinc,Benji (Financial Software),"Early Stage VC, Later Stage VC, Seed Round","Israel, United States",,6.84,0.10 - 10.00,,,2,2,1,1,1,2,Venture Capital,100.00,"Palo Alto, CA",Actively Seeking New Investments,"Founded in 2015, Atinc is a venture capital firm based in Palo Alto, California. The firm seeks to invest across the venture lifecycle of startup companies.",View Investor Online
521381-98,Biovance Capital Partners,Laigo Bio,"Early Stage VC, Seed Round",Europe,,,1.14 - 10.30,Life Sciences,Pharmaceuticals and Biotechnology,2,2,1,2,2,2,Venture Capital,69.84,"Lisbon, Portugal",Actively Seeking New Investments,"Founded in 2024, Biovance Capital Partners is a venture capital firm based in Lisboa, Portugal. The firm seeks to invest in early-stage biopharma companies developing new therapeutics across Europe, with a focus on Portugal, Spain, and Italy.",View Investor Online
98210-98,BIP Ventures,Velocity DC Super Holdings,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","Mid Atlantic, Midwest, South, Southeast",,64.50,,"AdTech, Artificial Intelligence & Machine Learning, B2B Payments, Big Data, CloudTech & DevOps, Cybersecurity, Digital Health, FinTech, HealthTech, HR Tech, InsurTech, Legal Tech, Marketing Tech, Mortgage Tech, SaaS, TMT","Commercial Services, Computer Hardware, Healthcare Technology Systems, Other Financial Services, Software",2,2,,,2,2,Venture Capital,"1,290.66","Atlanta, GA",Actively Seeking New Investments,"Founded in 2007, BIP Ventures is a venture capital firm based in Atlanta, Georgia. The firm prefers to invest in seed-stage, early-stage, and later-stage companies operating in business products, business services, consumer products, consumer services, financial services, healthcare, information technology, technology, media, telecom, SaaS, and technology-based sectors across the Southeast and Midwest. This firm is a Registered Investment Adviser (RIA).",View Investor Online
170483-77,Canary (Brazil),Karta,"Early Stage VC, Seed Round",South America,,,1.00 - 15.00,"AgTech, Climate Tech, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, HealthTech, InsurTech, LOHAS & Wellness, Mobility Tech, Real Estate Technology, TMT","Business Products and Services (B2B), Energy, Financial Services, Healthcare, IT Services, Other Information Technology",2,2,,,2,2,Venture Capital,427.00,"Sao Paulo, Brazil",Actively Seeking New Investments,"Founded in 2017, Canary is a venture capital firm based in Sao Paulo, Brazil. The firm seeks to invest in early-stage companies operating in fintech, crypto, climate, healthcare, consumer, business-to-business, and enterprise sectors.",View Investor Online
11145-52,Capricorn Partners,Trillium Renewable Chemicals,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",Europe,,,1.14 - 5.72,"Big Data, CleanTech, Digital Health, HealthTech, Internet of Things, Life Sciences, Manufacturing, Oncology, SaaS, TMT","Consumer Non-Durables, Healthcare Devices and Supplies, Materials and Resources, Pharmaceuticals and Biotechnology, Semiconductors, Software",2,2,,1,2,2,Venture Capital,515.19,"Leuven, Belgium",Actively Seeking New Investments,"Founded in 1993, Capricorn Partners is a venture capital firm based in Leuven, Belgium. The firm seeks to invest in business-to-consumer, healthcare, information technology, software as a service, manufacturing, life science, oncology, big data, clean technology & digital health sectors based in the European region.",View Investor Online
11158-57,Chrysalix Venture Capital,Luffy AI,"Early Stage VC, Later Stage VC, Seed Round","Asia, Canada, Europe, United States",,59.39,1.41 - 3.53,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, Cryptocurrency/Blockchain, Impact Investing, Internet of Things, Robotics and Drones, SaaS","Business Products and Services (B2B), Chemicals and Gases, Electric Utilities, Metals, Minerals and Mining, Oil and Gas Equipment",2,2,1,1,2,2,Venture Capital,300.00,"Vancouver, Canada",Actively Seeking New Investments,"Founded in 2001, Chrysalix is a venture capital investment firm based in Vancouver, Canada. The firm prefers to invest in artificial intelligence, data analytics, sensor components, the internet of things, robotic systems, blockchain, advanced materials, and chemicals sectors.",View Investor Online
234919-00,Creas Impacto,Desconect@,"Bridge, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","Eastern Europe, Northern Europe, Spain, Western Europe",,,1.14 - 3.43,"AgTech, Artificial Intelligence & Machine Learning, Big Data, Car-Sharing, CleanTech, Climate Tech, Digital Health, E-Commerce, EdTech, FoodTech, HealthTech, Impact Investing, Industrials, InsurTech, LOHAS & Wellness, Micro-Mobility, Oncology, Robotics and Drones, SaaS, Supply Chain Tech, Virtual Reality",Commercial Services,2,2,,,2,2,Impact Investing,34.35,"Madrid, Spain",Actively Seeking New Investments,"Founded in 2007, Creas Desarrolla is an impact investment firm based in Madrid, Spain. The firm seeks to invest in companies which have a positive social impact.",View Investor Online
40801-15,Cycle Capital Management,Aqua Membranes,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","Asia, Canada, Europe, United States",,5.05,2.12 - 10.60,"AgTech, Artificial Intelligence & Machine Learning, Big Data, CleanTech, Climate Tech, Impact Investing, Internet of Things, LOHAS & Wellness, Manufacturing, Micro-Mobility, Mobility Tech, Robotics and Drones, SaaS","Agriculture, Chemicals and Gases, Commercial Transportation, Consumer Products and Services (B2C), Energy, Environmental Services (B2B), Industrial Supplies and Parts, Logistics, Metals, Minerals and Mining, Other Information Technology, Other Materials",2,2,,,2,2,Venture Capital,700.00,"Montreal, Canada",Actively Seeking New Investments,"Founded in 2009, Cycle Capital is a venture capital firm based in Montreal, Quebec. The firm prefers to provide venture capital and growth capital to technology companies with a focus on clean energy, internet of things, green chemistry, sustainable mobility, logistics, smart cities, circular innovation, and sustainable agriculture sectors in the United States, Canada, Europe & Asia.",View Investor Online
60960-88,Day One Capital,Volteum,"Early Stage VC, Later Stage VC, Seed Round","Eastern Europe, Northern Europe, Southern Europe",,0.00,0.34 - 28.62,"3D Printing, AdTech, Artificial Intelligence & Machine Learning, Augmented Reality, Autonomous cars, B2B Payments, Big Data, CleanTech, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, Gaming, HealthTech, InsurTech, Internet of Things, Legal Tech, Manufacturing, Micro-Mobility, Mobile, Mobile Commerce, Mobility Tech, Robotics and Drones, SaaS, TMT","Biotechnology, Business Products and Services (B2B), Consumer Products and Services (B2C), Financial Services, Software, Storage (IT)",2,2,,,2,2,Venture Capital,112.20,"Budapest, Hungary",Actively Seeking New Investments,"Founded in 2011, Day One Capital is a venture capital firm based in Budapest, Hungary. The firm seeks to invest in business-to-business software companies based in Central Eastern Europe.",View Investor Online
53940-61,Decheng Capital,Remix Therapeutics,"Early Stage VC, PE Growth/Expansion, Seed Round",,,29.28,,"Digital Health, HealthTech, Life Sciences, Oncology","Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Other Healthcare, Other Information Technology, Pharmaceuticals and Biotechnology, Software",2,2,,,2,2,Venture Capital,"2,500.00","Menlo Park, CA",Actively Seeking New Investments,"Founded in 2012, Decheng Capital is a venture capital firm based in Menlo Park, California. The firm prefers to invest in early-stage life science companies and growth-stage healthcare companies. This firm is a Registered Investment Adviser (RIA).",View Investor Online
919714-96,Delphinus Venture Capital,Oktogrid,"Early Stage VC, Seed Round",Denmark,,,,"AgTech, Artificial Intelligence & Machine Learning, CleanTech, Digital Health, FoodTech, HealthTech, Impact Investing, SaaS, Space Technology","Aerospace and Defense, Agriculture, Biotechnology, Computer Hardware, Energy, Food Products, Software",2,2,1,2,2,2,Venture Capital,91.87,"Aarhus, Denmark",Actively Seeking New Investments,"Founded in 2025, Delphinus Venture Capital is a venture capital firm based in Aarhus, Denmark. The firm seeks to invest in early-stage Danish startups operating in the food and agriculture, health and longevity, defense and security, and energy and bioeconomy sectors.",View Investor Online
528212-80,EIC Rose Rock,Otovo (Houston),"Early Stage VC, Seed Round, Spin-Off","Canada, United States",,,0.50 - 2.00,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, CleanTech, Climate Tech, Infrastructure, Internet of Things, LOHAS & Wellness, Manufacturing, Oil & Gas, Robotics and Drones, SaaS, TMT","Chemicals and Gases, Energy, Metals, Minerals and Mining, Software",2,2,,,,2,Venture Capital,50.00,"Tulsa, OK",Actively Seeking New Investments,"Founded in 2022, EIC Rose Rock is a venture capital firm based in Tulsa, Oklahoma. The firm invets in the energy sector.",View Investor Online
327215-89,F7 Ventures,Traversal,"Early Stage VC, Seed Round","Canada, United States",,,,,"Business Products and Services (B2B), Consumer Products and Services (B2C)",2,2,1,1,2,2,Venture Capital,50.00,"San Francisco, CA",Actively Seeking New Investments,"Founded in 2018, F7 Ventures is a venture capital firm based in San Francisco, California. The firm prefers to invest in the future of work and the consumer utility sectors.",View Investor Online
265853-71,FORWARD.one,Innoseis Sensor Technologies,"Early Stage VC, Seed Round",Europe,0.29 - 5.72,29.45,1.14 - 17.17,"Autonomous cars, CleanTech, Climate Tech, Internet of Things, Nanotechnology, Robotics and Drones, Space Technology, Virtual Reality","Application Specific Semiconductors, Commercial Products, Electronic Equipment and Instruments, Energy Equipment, Energy Transportation, General Purpose Semiconductors, Production (Semiconductors), Software, Telecommunications Service Providers",2,2,2,2,2,2,Venture Capital,228.97,"Amstelveen, Netherlands",Actively Seeking New Investments,"Founded in 2017, FORWARD.one is a venture capital firm based in Amsterdam, the Netherlands. The firm invests in industrial technology companies and focuses on supporting businesses developing technology-driven products and solutions.",View Investor Online
63603-28,Hi Inov,Covalo,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,40.09,0.57 - 17.17,"AdTech, Big Data, CloudTech & DevOps, Cybersecurity, Digital Health, E-Commerce, EdTech, Internet of Things, Mobile, SaaS, TMT","Accounting, Audit and Tax Services (B2B), Application Software, Automation/Workflow Software, Business/Productivity Software, Commercial Products, Commercial Transportation, Communication Software, Communications and Networking, Computer Hardware, Construction and Engineering, Consulting Services (B2B), Database Software, Education and Training Services (B2B), Educational Software, Entertainment Software, Financial Software, Internet Software, IT Services, Logistics, Multimedia and Design Software, Network Management Software, Other Information Technology, Semiconductors",2,2,,,1,2,Corporate Venture Capital,400.70,"Lyon, France",Actively Seeking New Investments,"Founded in 2012, Hi Inov is a corporate venture capital investment firm based in Lyon, France. The firm supports outstanding hypergrowth companies that transform the ever-changing services and industrial landscape with their innovative digital deep-tech technologies.",View Investor Online
294492-70,Icehouse Ventures,Hyades(Business/Productivity Software),"Early Stage VC, Seed Round",New Zealand,,,0.06 - 5.72,"3D Printing, HealthTech, Life Sciences, Real Estate Technology, SaaS, Space Technology, TMT","Aerospace and Defense, Commercial Services, Computer Hardware, Other Financial Services, Pharmaceuticals and Biotechnology, Software",2,1,,1,2,2,Venture Capital,429.12,"Auckland, New Zealand",Actively Seeking New Investments,"Founded in 2003, Icehouse Ventures is a venture capital investment firm headquartered in Auckland, New Zealand. The firm seeks to invest in early-stage companies across New Zealand.",View Investor Online
51037-12,Icos Capital,Bio-Prodict,"Early Stage VC, Later Stage VC, PE Growth/Expansion","Europe, Middle East, United States",1.14 - 5.72,,1.14 - 5.72,"3D Printing, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, Big Data, CleanTech, Climate Tech, FoodTech, Impact Investing, Industrials, Manufacturing, Nanotechnology, Robotics and Drones, SaaS","Agriculture, Chemicals and Gases, Commercial Services, Consumer Non-Durables, Energy, Software",2,2,,,1,2,Venture Capital,121.36,"Amsterdam, Netherlands",Actively Seeking New Investments,"Founded in 2005, Icos Capital is a venture capital firm based in Amsterdam, Netherlands. The firm seeks to invest in early growth stage companies with business-to-business market traction with a focus on food systems, chemicals, materials, and decarbonization sectors.",View Investor Online
