,,,Search Result Columns,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Downloaded on:,14-Jul-2026,,,,,,,,,,,,,,,,,,,,
Created for:,"Stewart Neifert, Johns Hopkins Technology Ventures",,,,,,,,,,,,,,,,,,,,
Search Link:,https://my.pitchbook.com/?pcc=1356759-82,,,,,,,,,,,,,,,,,,,,
Search Criteria:,Investor Types: Angels/Incubators; Venture Capital; Assets Under Management: Min: 25M; Fund Strategy: Venture Capital; Fund Vintage Year: From: 2016; Fund Status: Open Funds; Deal Types: All VC Stages; All Series; Investors with Funds having invested in Deals matching criteria; ,,,,,,,,,,,,,,,,,,,,
* All investments represented are equity and add-on investments,,,,,,,,,,,,,,,,,,,,,
Investor ID,Investors,Last Investment Company,Preferred Investment Types,Preferred Geography,Preferred Deal Size,Dry Powder,Preferred Investment Amount,Preferred Verticals,Preferred PitchBook Industry,Investments,Active Portfolio,Investments in the last 6 months,Investments in the last 12 months,Investments in the last 2 years,Investments in the last 5 years,Primary Investor Type,AUM,HQ Location,Investor Status,Description,View Investor Online
502623-91,Blue Goose Capital,Therini Bio,Early Stage VC,United States,,,0.50 - 5.00,Life Sciences,Biotechnology,1,1,,,1,1,Venture Capital,60.00,"Sudbury, MA",Actively Seeking New Investments,"Founded in 2018, Blue Goose Capital is a venture capital firm based in Cambridge, Massachusetts. The firm seeks to invest in biotech, healthtech, life sciences, and enterprise applications sectors.",View Investor Online
325841-05,BrightCap Ventures,Paypercut,"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round","Europe, United States",,,,"Artificial Intelligence & Machine Learning, Big Data, Cryptocurrency/Blockchain, Digital Health, FinTech, HealthTech, Internet of Things, SaaS, TMT","Financial Services, Healthcare Technology Systems, Other Healthcare, Other Information Technology, Software",1,1,,,1,1,Venture Capital,25.00,"Amsterdam, Netherlands",Actively Seeking New Investments,"Founded in 2018, BrightCap Ventures is a venture capital firm based in Amsterdam, Netherlands. The firm seeks investing in small and medium-sized companies working in the sectors of artificial intelligence, big data, medical technology, blockchain, and technologies for the financial sector.",View Investor Online
168899-86,Builders VC,Askari Defense,"Early Stage VC, Later Stage VC, Seed Round","Canada, United States",,340.49,0.50 - 15.00,"Advanced Manufacturing, AgTech, Construction Technology, Digital Health, HealthTech, Industrials, Internet of Things, Real Estate Technology, SaaS, TMT","Agriculture, Buildings and Property, Commercial Products, Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Other Business Products and Services, Other Healthcare, Other Information Technology, Other Materials, Pharmaceuticals and Biotechnology, Software",1,1,1,1,1,1,Venture Capital,"1,000.00","San Francisco, CA",Actively Seeking New Investments,"Founded in 2014, Builders VC is a venture capital firm headquartered in San Francisco, California. The firm provides early-stage investment and operational support to founders building technology-enabled businesses in traditionally underserved industries. The firm works closely with entrepreneurs to improve execution, scale operations, and address real customer and industry challenges through disciplined application of technology.",View Investor Online
442832-41,Cancer Focus Fund,Starget Pharma,"Early Stage VC, Later Stage VC, Seed Round",,,,3.50 - 8.00,"Life Sciences, Oncology",Healthcare,1,1,,,,1,Venture Capital,110.00,"Houston, TX",Actively Seeking New Investments,"Founded in 2019, Cancer Focus Fund is a venture capital firm based in Houston, Texas and Shreveport, Louisiana. The firm seeks to invest in promising therapies in late preclinical development through Phase I and Phase Ib/II clinical trials. The firm's objective is to provide support to accelerate the development of these therapeutics together with the clinical trials expertise and infrastructure of The University of Texas MD Anderson Cancer Center.",View Investor Online
123718-06,Capria Ventures,BFREE Africa,"Early Stage VC, Seed Round","Africa, Central America, India, Mexico, South America, Southeast Asia",,16.60,0.50 - 3.00,"AgTech, Artificial Intelligence & Machine Learning, Climate Tech, Digital Health, EdTech, FinTech, FoodTech, HealthTech, HR Tech, Mobility Tech, Supply Chain Tech","Agriculture, Beverages, Education and Training Services (B2B), Educational and Training Services (B2C), Educational Software, Food Products, Healthcare Technology Systems, Logistics, Real Estate Services (B2C), Systems and Information Management",1,1,,1,1,1,Venture Capital,190.00,"Seattle, WA",Actively Seeking New Investments,"Founded in 2012, Capria Ventures is a venture capital firm based in Seattle, Washington. The firm prefers to invest in B2B, logistics, educational services, healthcare, food technology, agriculture technology, mobility technology, supply chain technology, artificial intelligence, and climate technology sectors. This firm is a Registered Investment Adviser (RIA).",View Investor Online
180568-45,Cedar Mundi Ventures,Bookmypet,"Early Stage VC, Seed Round","Europe, Middle East",,15.20,0.67 - 2.66,"Artificial Intelligence & Machine Learning, E-Commerce, EdTech, FinTech, HealthTech","Business Products and Services (B2B), Consumer Products and Services (B2C), Financial Services, Healthcare, Information Technology",1,1,,,,1,Venture Capital,45.00,"London, United Kingdom",Actively Seeking New Investments,"Founded in 2016, Cedar Mundi Ventures is a venture capital firm based in London, United Kingdom. The firm b2b, b2c, healthtech, information technology, e-commerce, education technology, & financial technology sectors based in Europe & Middle East regions.",View Investor Online
51552-19,Cervin Ventures,Vendelux,"Early Stage VC, Later Stage VC, Seed Round",United States,,75.52,0.25 - 15.00,"AdTech, Artificial Intelligence & Machine Learning, B2B Payments, Big Data, CloudTech & DevOps, Cybersecurity, E-Commerce, FinTech, Infrastructure, Marketing Tech, Restaurant Technology, SaaS, Supply Chain Tech",Software,1,1,,1,1,1,Venture Capital,393.00,"Palo Alto, CA",Actively Seeking New Investments,"Founded in 2011, Cervin is a venture capital firm based in Palo Alto, California. The firm focuses on B2B, enterprise technology startups. The firm is an Exempt Registered Advisor.",View Investor Online
439491-34,Chenel Capital Partners,Overtune,"Acquisition Financing, Buyout/LBO, Corporate, Early Stage VC, Equity For Service, Later Stage VC, Seed Round",United States,,,0.50 - 30.00,"AgTech, Impact Investing, Industrials, Internet of Things, Nanotechnology, Robotics and Drones, Space Technology, TMT","Environmental Services (B2B), Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, IT Services, Other Business Products and Services, Other Commercial Services, Other Energy, Other Healthcare, Other Information Technology, Pharmaceuticals and Biotechnology, Semiconductors, Software, Utilities",1,1,,,,,Asset Manager,60.00,"New York, NY",Actively Seeking New Investments,"Founded in 2021, Chenel Capital is a multi-asset management firm based in New York, New York. The firm seeks to invest in B2B, B2C, energy, healthcare, information technology, clean technology, digital health, the internet of things, SaaS, space technology, big data, climate technology, robotics & drones sectors based in the United States region.",View Investor Online
343606-87,Cherami Investment Group,Yingna New Energy,"Early Stage VC, Later Stage VC, PE Growth/Expansion, PIPE, Seed Round",,,,,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Autonomous cars, CleanTech, Climate Tech, Digital Health, HealthTech, Life Sciences, LOHAS & Wellness, Mobility Tech, Oncology, Robotics and Drones","Automotive, Healthcare, Semiconductors",1,1,,,,1,Asset Manager,"1,474.05","Guangzhou, China",Actively Seeking New Investments,"Founded in 2013, Cherami Investment Group is an asset management firm headquartered in Guangzhou, China with additional offices in Africa and other cities in China. The company's business scope includes public securities investment, private equity investment, and overseas industrial investment. Suntour Capita is the company's private equity investment arm. The private equity division seeks to make investments in sectors like electric vehicles, advanced materials, and healthcare.",View Investor Online
435410-02,Clean Growth Fund,Gigaton Technologies,"Early Stage VC, Seed Round",Northern Europe,,81.56,0.67 - 6.65,"CleanTech, Impact Investing",,1,1,1,1,1,1,Impact Investing,199.59,"London, United Kingdom",Actively Seeking New Investments,"Founded in 2020, Clean Growth Fund is an impact investment firm headquartered in London, United Kingdom. The firm seeks investments in early-stage companies. The firm prefers to make investments in the clean technology sector.",View Investor Online
483850-99,Corner (New York),Velocity (New York),"Early Stage VC, Later Stage VC, PE Growth/Expansion, Secondary Transaction - Private",,,,0.25 - 300.00,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Augmented Reality, B2B Payments, Big Data, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, FinTech, HealthTech, Infrastructure, Manufacturing, Robotics and Drones, Space Technology, Virtual Reality","Commercial Products, Commercial Services, Communications and Networking, Energy, Healthcare Technology Systems, Other Consumer Durables, Other Services (B2C Non-Financial), Pharmaceuticals and Biotechnology, Software",1,,,1,1,1,Venture Capital,"1,700.00","New York, NY",Actively Seeking New Investments,"Corner is a multi-billion dollar investment firm that backs, builds, and operates companies across the AI economy. Corner unifies hard asset investing, company creation, and venture capital to unlock deal flow, relationships, and institutional knowledge. The firm invests across three pillars, what it calls the AI Prism: the technology creating intelligence, the energy and infrastructure powering it, and the irreplaceable human experiences it cannot replicate. Corner has offices in New York, Palo Alto, Tokyo, and Tel Aviv.",View Investor Online
187432-21,Crane Venture Partners,Nopan,"Early Stage VC, Seed Round","Europe, United States",,,0.67 - 5.32,"Artificial Intelligence & Machine Learning, Big Data, FinTech, Infrastructure, SaaS, TMT","Business Products and Services (B2B), Software",1,1,1,1,1,1,Venture Capital,173.10,"London, United Kingdom",Actively Seeking New Investments,"Founded in 2015, Crane Venture Partners is a venture capital firm based in London, United Kingdom. The firm seeks to invest in early-stage European companies operating in technology, software-as-a-service, open-source data, machine learning, and software sectors.",View Investor Online
11261-89,Crosslink Capital,SOND,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",North America,,592.93,1.00 - 9.00,"AdTech, Big Data, Cybersecurity, E-Commerce, FinTech, Internet of Things, Marketing Tech, Mobile, SaaS","Commercial Services, Entertainment Software, Healthcare Technology Systems, Other Software",1,1,,1,1,1,Venture Capital,"3,400.00","Menlo Park, CA",Actively Seeking New Investments,"Founded in 1989, Crosslink Capital is a venture capital firm based in Menlo Park, California. The firm seeks to invest in early-stage companies operating in the consumer and enterprise sectors across the United States. This firm is a Registered Investment Adviser (RIA).",View Investor Online
231174-91,Dalton Venture,Gestala (Diagnostic Equipment),"Early Stage VC, Later Stage VC, Seed Round",,,,,"Artificial Intelligence & Machine Learning, Digital Health, HealthTech, Life Sciences, Oncology","Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems, Pharmaceuticals and Biotechnology",1,1,1,1,1,1,Venture Capital,83.20,"Shanghai, China",Actively Seeking New Investments,"Founded in 2015, Dalton Venture is an early stage venture capital firm based in Shanghai, China. It seeks to make investments in medical services, biotechnology, and healthcare technology fields.",View Investor Online
482208-49,Data Tech Fund,Rove Miles,"Early Stage VC, Later Stage VC, Seed Round",United States,,0.24,0.25 - 2.00,"Artificial Intelligence & Machine Learning, Big Data, TMT",Information Technology,1,1,1,1,1,1,Venture Capital,40.00,"Seattle, WA",Actively Seeking New Investments,"Founded in 2021, Data Tech Fund is a venture capital firm based in Seattle, Washington. The firm prefers to invest in applied data technology and artificial intelligence sectors.",View Investor Online
53715-43,DCVC,Alchemab Therapeutics,"Early Stage VC, Later Stage VC, Seed Round",,,760.55,,"AgTech, Artificial Intelligence & Machine Learning, Big Data, Cryptocurrency/Blockchain, Cybersecurity, HealthTech, Life Sciences, Manufacturing, Robotics and Drones, Space Technology, TMT","Aerospace and Defense, Communications and Networking, Healthcare Technology Systems, IT Services, Pharmaceuticals and Biotechnology, Software",1,1,1,1,1,1,Venture Capital,"4,000.00","Palo Alto, CA",Actively Seeking New Investments,"Founded in 2011, DCVC is a venture capital investment firm based in Palo Alto, California. The firm prefers to invest in artificial intelligence, exascale computing, climate, engineering, materials science, robotics, space, water, biology, defence, security, and deep tech sectors. This firm is a Registered Investment Adviser (RIA).",View Investor Online
151381-54,Diffusion Capital Partners,BigOmics Analytics,"Early Stage VC, Seed Round",Turkey,,,0.57 - 2.29,"AgTech, Artificial Intelligence & Machine Learning, Big Data, CleanTech, Cybersecurity, Digital Health, HealthTech, Industrials, Internet of Things, Life Sciences, Nanotechnology, Robotics and Drones, SaaS","Biotechnology, Consumer Products and Services (B2C), Materials and Resources, Software",1,1,,,,,Venture Capital,80.14,"Istanbul, Turkey",Actively Seeking New Investments,"Founded in 2015, Diffusion Capital Partners is a venture capital firm based in Istanbul, Turkey. The firm seeks to invest in technology-based projects and startups.",View Investor Online
54079-75,DNX Ventures,ESGAgent.ai,"Early Stage VC, Seed Round","Israel, Japan, United States",,,,"CloudTech & DevOps, Cybersecurity, FinTech, SaaS","Business Products and Services (B2B), Computer Hardware, Financial Services, Retail",1,1,,,1,1,Venture Capital,567.00,"San Mateo, CA",Actively Seeking New Investments,"Founded in 2011, DNX Ventures is a venture capital investment firm based in San Mateo, California, and in Tokyo, Japan. The firm seeks to invest in Seed and Series A startups. The firm focuses on SaaS/cloud, cybersecurity, deep tech, sustainability, hardware, retail, and finance sectors. This firm is a Registered Investment Adviser (RIA).",View Investor Online
399056-50,Dragonball Capital,Even Realities,"Early Stage VC, Later Stage VC, Seed Round",,,271.46,,"E-Commerce, FinTech, FoodTech, Mobile, Mobile Commerce, SaaS, TMT","Consumer Products and Services (B2C), Software",1,1,,1,1,1,Corporate Venture Capital,442.21,"Ningbo, China",Actively Seeking New Investments,"Established in 2017, Dragonball Capital is the corporate venture capital arm of Meituan. It seeks to make investments in sectors like consumption and TMT.",View Investor Online
11170-63,Elaia Partners,Proxima Fusion,"Early Stage VC, Seed Round","Europe, Israel",,,0.34 - 17.17,"3D Printing, AdTech, Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, AudioTech, Augmented Reality, Autonomous cars, B2B Payments, Big Data, Cannabis, CleanTech, Construction Technology, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, Ephemeral Content, Esports, FinTech, FoodTech, Gaming, HealthTech, HR Tech, Industrials, Infrastructure, InsurTech, Internet of Things, Life Sciences, LOHAS & Wellness, Manufacturing, Marketing Tech, Mobile, Mobile Commerce, Mortgage Tech, Nanotechnology, Oil & Gas, Oncology, Pet Technology, Real Estate Technology, Restaurant Technology, Ridesharing, Robotics and Drones, SaaS, Space Technology, TMT, Virtual Reality, Wearables & Quantified Self","Biotechnology, Business Products and Services (B2B), Software",1,1,,1,1,1,Venture Capital,"1,080.75","Paris, France",Actively Seeking New Investments,"Founded in 2002, Elaia Partners is a tech and deep tech investment firm headquartered in Paris, France. The firm partners with ambitious entrepreneurs from inception to leadership, helping them navigate the future and the unknown, and combines deep scientific and technological expertise with decades of operational experience to back those building tomorrow. The firm invests in early-stage companies operating in tech-intensive B2B, digital, deep technology, and biotech sectors.",View Investor Online
180467-38,Emergent Ventures,BambooBox,"Early Stage VC, Seed Round","India, United States",,76.69,2.50,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, Cybersecurity, EdTech, FinTech, Infrastructure, Internet of Things, Marketing Tech, Micro-Mobility, Mobile, Mobility Tech, Robotics and Drones, SaaS, Space Technology, Supply Chain Tech, TMT","Commercial Transportation, Logistics, Software",1,1,,,1,1,Venture Capital,200.00,"San Mateo, CA",Actively Seeking New Investments,"Founded in 2016, Emergent Ventures is a venture capital investment firm headquartered in San Mateo, California. The firm seeks to invest in companies operating in intelligent software, enterprise, artificial intelligence, and cloud sectors across the United States.",View Investor Online
51675-76,Epidarex Capital,Hawkhill Therapeutics,"Early Stage VC, Later Stage VC, Seed Round, Spin-Off","United Kingdom, United States",,165.64,,"Digital Health, HealthTech, Life Sciences",Pharmaceuticals and Biotechnology,1,1,1,1,1,1,Venture Capital,225.00,"Bethesda, MD",Actively Seeking New Investments,"Founded in 2012, Epidarex Capital is a venture capital firm based in Bethesda, Maryland. The firm prefers to invest in the United States and United Kingdom-based companies operating in the life science, biotechnology, pharmaceuticals, medical devices, and health technology sectors. This firm is a Registered Investment Adviser (RIA).",View Investor Online
60379-57,Faber Ventures,Porelio,"Early Stage VC, Later Stage VC, Seed Round",Southern Europe,,,0.11 - 2.86,"Artificial Intelligence & Machine Learning, Big Data, Climate Tech, Cryptocurrency/Blockchain, Cybersecurity, FinTech, Impact Investing, Internet of Things, Life Sciences, Robotics and Drones, SaaS, TMT","Communications and Networking, Food Products, Healthcare, Other Information Technology, Software",1,1,,1,1,1,Venture Capital,57.24,"Lisbon, Portugal",Actively Seeking New Investments,"Founded in 2012, Faber Ventures is a venture capital firm based in Lisbon, Portugal. The firm prefers to invest in companies operating in artificial intelligence, machine learning, data analytics, climate tech, ocean tech, and web3 technology sectors across Southern Europe.",View Investor Online
266693-95,Fairpoint Capital,Camphouse,"Early Stage VC, Seed Round","Denmark, Finland, Norway, Sweden",,,1.04 - 4.15,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Augmented Reality, Big Data, CloudTech & DevOps, Cybersecurity, Internet of Things, Nanotechnology, Robotics and Drones, SaaS, Virtual Reality","Communications and Networking, Machinery (B2B)",1,1,,,1,1,Venture Capital,93.42,"Stockholm, Sweden",Actively Seeking New Investments,"Founded in 2019, Fairpoint Capital is a venture capital firm based in Stockholm, Sweden. The firm prefers to invest in artificial intelligence, Internet of Things, semiconductor technology, cloud, robotics, big data, computer vision, autonomous systems, security, & additive manufacturing sectors.",View Investor Online
183196-27,Fil Rouge Capital,Hypefy,"Accelerator/Incubator, Angel (individual), Convertible Debt, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",Europe,,,0.06 - 3.43,"Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, E-Commerce, FinTech, Infrastructure, Internet of Things, SaaS, TMT","Communications and Networking, Consumer Products and Services (B2C), Logistics, Software",1,1,,,1,1,Venture Capital,114.49,"Zagreb, Croatia",Actively Seeking New Investments,"Founded in 2014, Fil Rouge Capital is a venture capital firm based in Zagreb, Croatia. The firm seeks to invest in business products & services, consumer products & services, information technology, SaaS, e-commerce, advanced manufacturing, infrastructure, the Internet of Things, artificial intelligence, and technology-based sectors in Europe.",View Investor Online
179770-87,Flying Fish Partners,Ineffable Intelligence,"Early Stage VC, Seed Round","Canada, United Kingdom, United States",,55.24,0.50 - 4.00,"Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, SaaS",Software,1,1,,,1,1,Venture Capital,200.00,"Seattle, WA",Actively Seeking New Investments,"Founded in 2016, Flying Fish Partners is a venture capital firm based in Seattle, Washington. The firm prefers to invest in artificial intelligence and machine learning sectors across the United States, Canada, and the United Kingdom.",View Investor Online
14188-06,Fountain Healthcare Partners,Madeleine Therapeutics,"Early Stage VC, PE Growth/Expansion, Seed Round","Europe, United States",,173.35,11.45 - 17.17,"Digital Health, HealthTech, Life Sciences, LOHAS & Wellness","Healthcare Devices and Supplies, Pharmaceuticals and Biotechnology",1,1,1,1,1,1,Venture Capital,486.57,"Dublin, Ireland",Actively Seeking New Investments,"Founded in 2008, Fountain Healthcare Partners is a venture capital firm based in Dublin, Ireland. The firm seeks to invest in specialty pharmaceuticals, biopharmaceuticals, medical devices, and diagnostics sectors. The firm prefers to invest in companies based in Europe & United States.",View Investor Online
56105-92,gener8tor,Immigify,"Accelerator/Incubator, Early Stage VC, Later Stage VC, Seed Round","Canada, Luxembourg, United States",,,0.10,"AgTech, CleanTech, EdTech, FinTech, HealthTech","Business Products and Services (B2B), Communications and Networking, Computer Hardware, Consumer Products and Services (B2C), Energy, Financial Services, Healthcare, IT Services, Materials and Resources, Other Information Technology, Semiconductors, Software",1,1,1,1,1,1,Accelerator/Incubator,100.00,"Madison, WI",Actively Seeking New Investments,"Founded in 2012, gener8tor is an accelerator based in Madison, Wisconsin. The firm supports start-ups and also makes venture capital investments. The firm seeks to support the growth of startups via capital, mentorship, coaching, and career support through its accelerator programs.",View Investor Online
170171-83,Glory Ventures,SPARO (China),"Accelerator/Incubator, Early Stage VC, Seed Round",China,,,,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Augmented Reality, Autonomous cars, Big Data, Climate Tech, Cybersecurity, EdTech, Infrastructure, Internet of Things, Manufacturing, Mobile Commerce, Mobility Tech, Robotics and Drones, SaaS, Supply Chain Tech, TMT, Virtual Reality, Wearables & Quantified Self",Software,1,1,,1,1,1,Venture Capital,294.81,"Shanghai, China",Actively Seeking New Investments,"Founded in 2015, Glory Ventures is a venture capital firm headquartered in Shanghai, China. The firm specializes in early and growth stage startup investments and integrating industrial resources. The firm focuses on the investment opportunities in intelligence, low-carbonization, and high-end manufacturing driven by China's industrial structure upgrading and the AI revolution.",View Investor Online
483631-84,Green Frontier Capital,BluSmart,"Early Stage VC, Later Stage VC, Seed Round",India,,,0.50 - 5.00,"AgTech, Artificial Intelligence & Machine Learning, Big Data, CleanTech, Climate Tech, FoodTech, Impact Investing, Infrastructure, Internet of Things, LOHAS & Wellness, Micro-Mobility, Mobility Tech, Robotics and Drones","Energy Storage, Food Products, Healthcare, Software",1,1,,,,1,Venture Capital,25.00,"Mumbai, India",Actively Seeking New Investments,"Founded in 2020, Green Frontier Capital is a venture capital firm based in Mumbai, India. The firm seeks to invest in early-stage companies operating in the climate-tech, electric mobility, foodtech, agtech, renewable energy, biofuels, waste management, clean water, artificial intelligence, and sustainable lifestyles sectors across India.",View Investor Online
51280-03,GVFL,Moi Soi,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,,,"Artificial Intelligence & Machine Learning, CleanTech, FinTech, Internet of Things, SaaS","Computer Hardware, IT Services, Software",1,1,,1,1,1,Venture Capital,70.00,"Ahmedabad, India",Actively Seeking New Investments,"Founded in 1990, GVFL is a venture capital investment firm based in Ahmedabad, India. The firm prefers to invest in early-stage and growth-stage technology-backed companies.",View Investor Online
170371-00,Hankang Capital,VIVACTA Biotechnology,"Early Stage VC, Later Stage VC, Seed Round",,,,,"HealthTech, Life Sciences, LOHAS & Wellness, Oncology","Healthcare Devices and Supplies, Healthcare Services, Pharmaceuticals and Biotechnology",1,1,,,1,1,Growth/Expansion,294.81,"Shanghai, China",Actively Seeking New Investments,"Founded in 2010, Hankang Capital is a venture capital arm of Zhongjianxin Group based in Shanghai, China. The firm focuses on making investments in sectors like biomedicine, medical equipment, diagnostic reagents, medical services and other major health fields.",View Investor Online
61016-41,HB Investment (KRX: 440290),Oncosoft,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",South Korea,,,0.65 - 3.27,"AdTech, Advanced Manufacturing, Artificial Intelligence & Machine Learning, B2B Payments, Big Data, Car-Sharing, CloudTech & DevOps, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FinTech, FoodTech, Gaming, HealthTech, HR Tech, Internet of Things, Legal Tech, Life Sciences, LOHAS & Wellness, Mobile Commerce, Nanotechnology, Oncology, Pet Technology, Real Estate Technology, Restaurant Technology, Robotics and Drones, SaaS, Space Technology, TMT, Virtual Reality","Business Products and Services (B2B), Consumer Products and Services (B2C), Pharmaceuticals and Biotechnology, Software",1,1,1,1,1,1,Venture Capital,"7,990.18","Seoul, South Korea",Actively Seeking New Investments,"Founded in 1999, HB Investment is a venture capital investment firm based in Seoul, South Korea. The firm seeks to invest in B2B, B2C, healthcare, information technology, advanced manufacturing, e-commerce, financial technology, gaming, life science, and real estate technology sectors based in the South Korean region.",View Investor Online
182413-54,Healthquad,LifeSigns,"Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round","India, Southeast Asia",,,5.00 - 25.00,"Artificial Intelligence & Machine Learning, Digital Health, FemTech, HealthTech, Impact Investing, Life Sciences, LOHAS & Wellness, Oncology, Wearables & Quantified Self","Healthcare Devices and Supplies, Healthcare Services, Healthcare Technology Systems",1,1,1,1,1,1,Venture Capital,350.00,"New Delhi, India",Actively Seeking New Investments,"Founded in 2016, Healthquad is a venture capital firm based in New Delhi, India. The firm seeks to invest in innovative companies operating in the healthcare and healthtech sector.",View Investor Online
168159-79,Hedosophia,Airwallex,"Accelerator/Incubator, Early Stage VC, Later Stage VC, PE Growth/Expansion, Seed Round",,,,,"FinTech, Internet of Things, Mobile, SaaS, TMT","Financial Services, Internet Service Providers, Internet Software, IT Services",1,1,,,1,1,Venture Capital,"10,000.00","London, United Kingdom",Actively Seeking New Investments,"Founded in 2012, Hedosophia is a venture capital firm based in London, United Kingdom. The firm seeks to invest in technology, fintech, mobile, and internet of things sectors.",View Investor Online
868744-00,Herbert,Droidrun,"Early Stage VC, Seed Round",Europe,,,0.37 - 1.86,,,1,1,,1,1,1,Venture Capital,37.25,"Zürich, Switzerland",Actively Seeking New Investments,"Founded in 2025, Herbert is a venture capital firm based in Zürich, Switzerland.",View Investor Online
571980-52,Home Technology Ventures,DirtAI,"Early Stage VC, Seed Round","Canada, United States",,0.00,0.10,"Artificial Intelligence & Machine Learning, Climate Tech, Construction Technology, E-Commerce, FinTech, Industrials, InsurTech, Internet of Things, Mortgage Tech, Real Estate Technology, SaaS","Building Products, Construction (Non-Wood), Construction and Engineering, Financial Services, IT Services, Software",1,1,,,,1,Venture Capital,50.00,"Charlotte, NC",Actively Seeking New Investments,"Founded in 2019, Home Technology Ventures is a venture capital firm based in Charlotte, North Carolina. The firm invests in seed-stage founders focused on solving the biggest problems in the housing and home industries. The firm prefers to invest in construction tech, marketplaces, software, financial technology, alternative materials, and tech-enabled services.",View Investor Online
437995-90,How Women Invest,Statusphere,"Early Stage VC, Later Stage VC, Seed Round",United States,,0.00,0.50 - 5.00,"Artificial Intelligence & Machine Learning, B2B Payments, Big Data, CleanTech, Climate Tech, CloudTech & DevOps, Construction Technology, Cryptocurrency/Blockchain, Cybersecurity, Digital Health, E-Commerce, EdTech, FemTech, FinTech, FoodTech, HealthTech, HR Tech, Impact Investing, Infrastructure, InsurTech, Internet of Things, Legal Tech, Life Sciences, LOHAS & Wellness, Manufacturing, Marketing Tech, Real Estate Technology, SaaS, Supply Chain Tech, Virtual Reality","Business Products and Services (B2B), Energy, Financial Services, Healthcare, Information Technology",1,1,,1,1,1,Venture Capital,30.00,"San Francisco, CA",Actively Seeking New Investments,"Founded in 2020, How Women Invest is a venture capital firm based in San Francisco, California. The firm prefers to invest in artificial intelligence, blockchain technology, legal, human resources, manufacturing, impact investments, life sciences, big data, and technology sectors.",View Investor Online
465541-21,Huakong Electronics (Tianjin) Investment Management,Wujie Zhihang,"Early Stage VC, Later Stage VC, Seed Round",,,,,"Advanced Manufacturing, Artificial Intelligence & Machine Learning, Big Data, CloudTech & DevOps, Industrials, Internet of Things, Robotics and Drones, SaaS, TMT","Healthcare, Information Technology",1,1,1,1,1,1,Growth/Expansion,88.44,"Beijing, China",Actively Seeking New Investments,"Founded in 2021, Huakong Electronics (Tianjin) Investment Management is a growth equity firm based in Beijing, China. The firm seeks to invest in industries such as healthcare technologies, semiconductors, pan-electronic information technology, and the Industrial Internet.",View Investor Online
277493-59,Impact Ventures (Hungary),Proofminder,"Early Stage VC, Later Stage VC, Seed Round",Europe,,,0.34 - 3.43,"AgTech, CleanTech, Climate Tech, Digital Health, EdTech, FemTech, FoodTech, HealthTech, HR Tech, Impact Investing, Internet of Things, Life Sciences, Mobility Tech, Oncology, SaaS, Supply Chain Tech","Education and Training Services (B2B), Educational and Training Services (B2C), Energy, Healthcare, Information Technology, Materials and Resources",1,1,,,1,1,Impact Investing,69.84,"Budapest, Hungary",Actively Seeking New Investments,"Founded in 2018, Impact Ventures is an impact investment firm based in Budapest, Hungary. The firm prefers to invest in European small and medium-sized companies that focus on social inclusion, education and employment, underserved needs of the disadvantaged, and environmental sustainability.",View Investor Online
438356-26,Industrious Ventures,Lunar Outpost,"Early Stage VC, Seed Round",United States,,,0.25 - 2.50,"Advanced Manufacturing, AgTech, Artificial Intelligence & Machine Learning, Autonomous cars, CleanTech, Industrials, Infrastructure, Internet of Things, Manufacturing, Robotics and Drones, Space Technology","Aerospace and Defense, Agriculture, Financial Services, Information Technology",1,1,,1,1,1,Venture Capital,66.00,"Denver, CO",Actively Seeking New Investments,"Founded in 2019, Industrious Ventures is a venture capital investment firm based in Denver, Colorado.The firm backs founders reinventing the world's most critical industries from the deep sea to deep space. With evergreen capital and long-term conviction, the firm partners with deep-tech builders from early development through scale-up and production. Industrious invests across aerospace, national security, energy, compute, manufacturing, and other foundational sectors where innovation strengthens the industrial economy.",View Investor Online
